,Unnamed: 0,accommodates,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,price,amenities__Dryer,amenities__Other_pet(s),amenities__Carbon_Monoxide_Detector,amenities__,amenities__Iron,amenities__Elevator_in_Building,amenities__Cable_TV,amenities__Heating,amenities__Shampoo,amenities__Wireless_Internet,amenities__Dog(s),amenities__Doorman,amenities__24-Hour_Check-in,amenities__TV,amenities__First_Aid_Kit,amenities__Pets_live_on_this_property,amenities__Essentials,amenities__Laptop_Friendly_Workspace,amenities__Hair_Dryer,amenities__Gym,amenities__Safety_Card,amenities__Pool,amenities__Internet,amenities__Kitchen,amenities__Pets_Allowed,amenities__Buzzer/Wireless_Intercom,amenities__Breakfast,amenities__Washer_/_Dryer,amenities__Suitable_for_Events,amenities__Free_Parking_on_Premises,amenities__Lock_on_Bedroom_Door,amenities__Washer,amenities__Hot_Tub,amenities__Cat(s),amenities__Air_Conditioning,amenities__Indoor_Fireplace,amenities__Smoke_Detector,amenities__Wheelchair_Accessible,amenities__Family/Kid_Friendly,amenities__Fire_Extinguisher,amenities__Hangers,amenities__Smoking_Allowed,Cluster_Lon_Lat
59,59,2,17,1,Real Bed,1,1,1,flexible,0,t,f,1,t,22.56416471,114.0273193,30,0,Bungalow,10,10,8,94,10,Private room,110,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
60,60,1,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.56292109,114.0319698,1125,2,House,9,10,10,90,10,Private room,48,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1
61,61,2,25,1,Real Bed,1,1,1,moderate,2,t,f,1,f,22.54492916,114.0184038,1125,0,House,10,10,10,93,9,Private room,89,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1
62,62,6,7,1,Real Bed,2,2,1,strict,2,t,t,1,f,22.55284245,113.9781549,14,54,Bed & Breakfast,10,10,10,100,10,Entire home/apt,165,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
63,63,2,29,1,Real Bed,1,1,1,moderate,1,t,t,1,f,22.55528033,113.9613925,1125,19,House,10,10,10,97,9,Entire home/apt,115,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
64,64,12,29,2,Real Bed,6,8,2,strict,1,t,f,301,f,22.55859638,113.9655893,1125,0,House,8,8,8,75,8,Entire home/apt,909,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1
65,65,4,29,1,Real Bed,1,1,1,strict,2,t,f,1,f,22.54827745,113.9939691,1125,2,Cabin,10,10,10,100,10,Entire home/apt,135,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
66,66,3,13,1,Real Bed,0,1,1,moderate,2,t,f,1,f,22.51750542,114.0064164,1125,4,House,10,10,10,100,10,Entire home/apt,75,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
67,67,3,20,1,Real Bed,1,2,1,moderate,3,t,t,1,t,22.49800707,114.0007941,7,38,House,10,10,10,96,9,Entire home/apt,145,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
68,68,2,27,1,Real Bed,1,1,1,moderate,2,t,f,1,f,22.56096683,113.9365849,1125,20,Apartment,10,10,10,100,10,Entire home/apt,125,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
69,69,6,30,2,Real Bed,3,3,1,moderate,1,t,f,1,f,22.55799435,114.045151,1125,1,House,10,10,8,91,8,Entire home/apt,350,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
70,70,2,29,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.53991056,114.0195659,5,0,House,9,10,10,90,9,Entire home/apt,130,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
71,71,2,29,1,Real Bed,1,1,1,strict,2,t,f,2,t,22.51397242,113.973358,365,13,House,10,10,9,94,9,Private room,59,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1
72,72,2,29,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.47059256,113.9743339,7,12,House,10,10,10,100,10,Private room,89,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
73,73,10,26,3,Real Bed,5,7,1,flexible,10,t,f,1,f,22.54350657,114.0021907,1125,0,House,9,10,8,87,8,Entire home/apt,600,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1
74,74,2,30,1,Real Bed,1,1,2,flexible,1,t,f,2,f,22.57193502,114.0378377,1125,0,House,10,10,10,100,10,Private room,150,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
75,75,2,19,2,Real Bed,1,1,1,flexible,2,t,t,2,f,22.57343937,114.026159,1125,26,House,10,10,10,98,10,Private room,65,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1
76,76,4,8,1,Real Bed,1,2,1,flexible,2,t,f,1,f,22.55303654,113.957365,1125,3,Bed & Breakfast,10,10,10,100,10,Entire home/apt,175,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
77,77,4,17,1,Real Bed,2,2,1,flexible,1,t,t,1,f,22.50825503,113.9712352,1125,47,House,10,10,10,100,10,Entire home/apt,150,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
78,78,2,30,1,Real Bed,1,1,2,flexible,1,t,f,2,f,22.57044318,114.0383862,30,0,House,9,10,9,96,9,Private room,450,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
79,79,16,30,6,Real Bed,6,7,1,strict,1,t,f,1,f,22.50382526,114.0235949,28,0,Other,7,6,8,77,7,Entire home/apt,6500,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1
80,80,4,30,2,Real Bed,2,2,1,strict,2,t,f,1,f,22.66476556,114.2082465,1125,0,House,9,10,8,88,8,Entire home/apt,249,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,4
81,81,1,28,1,Real Bed,1,2,1,moderate,1,t,f,1,f,22.66552491,114.2067423,14,2,Apartment,10,9,9,80,9,Shared room,75,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,4
82,82,2,0,1,Real Bed,1,1,1,strict,1,t,f,1,f,22.65884561,114.1983039,1125,0,House,10,10,9,100,9,Private room,120,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
83,83,2,30,2,Real Bed,1,1,1,flexible,1,t,f,5,f,22.66497559,114.2040489,14,1,Bed & Breakfast,10,10,8,80,8,Private room,75,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,4
84,84,4,16,1,Real Bed,2,2,1,moderate,1,t,f,1,f,22.66246073,114.200998,1125,0,House,10,10,10,100,10,Entire home/apt,300,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
85,85,4,30,1,Real Bed,1,1,1,moderate,2,t,f,1,f,22.65946902,114.1946719,1125,1,House,10,10,10,100,10,Private room,79,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
86,86,4,2,1,Real Bed,1,2,1,flexible,3,t,f,1,f,22.65272744,114.1971835,1125,56,Loft,10,10,10,96,9,Entire home/apt,109,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4
87,87,3,18,1,Real Bed,1,1,1,strict,3,t,f,1,f,22.65352371,114.2048799,30,90,House,10,10,10,96,10,Private room,88,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,4
88,88,5,23,1,Real Bed,1,3,2,strict,4,t,f,2,f,22.65296115,114.2034832,1125,11,House,10,10,10,96,10,Entire home/apt,115,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,4
89,89,4,23,1,Real Bed,0,2,1,moderate,3,t,t,1,f,22.66248382,114.2016411,1125,8,House,10,10,10,100,9,Entire home/apt,144,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,4
90,90,3,30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.65190528,114.2001942,1125,0,Apartment,10,10,10,100,10,Entire home/apt,200,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
91,91,4,0,1,Real Bed,2,2,1,flexible,2,t,f,1,f,22.64818828,114.2013137,1125,0,Apartment,10,10,10,100,10,Entire home/apt,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
92,92,8,29,3,Real Bed,4,5,1,flexible,1,t,f,1,f,22.65392175,114.1964553,1125,0,House,10,10,9,96,10,Entire home/apt,699,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
93,93,6,30,2,Real Bed,3,4,1,flexible,6,t,f,1,f,22.65209889,114.1952602,1125,2,House,10,10,10,99,10,Entire home/apt,625,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,4
94,94,3,9,1,Real Bed,2,3,1,strict,3,t,f,2,f,22.66232653,114.2143088,7,20,House,10,10,9,90,9,Entire home/apt,102,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
95,95,3,0,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.6541194,114.1957551,1125,0,House,10,9,10,100,8,Entire home/apt,250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
96,96,3,0,1,Real Bed,1,1,2,strict,1,t,f,2,f,22.66513303,114.2155215,6,8,Apartment,10,9,9,95,9,Entire home/apt,70,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4
97,97,3,28,1,Real Bed,1,1,1,moderate,1,t,f,1,t,22.65875431,114.2118505,1125,0,Apartment,10,10,10,100,10,Entire home/apt,119,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
98,98,2,30,1,Real Bed,1,2,1,strict,1,t,f,1,f,22.66347038,114.2062711,60,1,House,10,8,8,89,8,Private room,300,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,4
99,99,4,0,2,Real Bed,2,2,1,strict,1,t,f,1,f,22.6528053,114.1958072,60,30,Other,10,10,10,94,9,Entire home/apt,199,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,4
100,100,2,6,1,Real Bed,1,1,1,flexible,1,t,t,1,f,22.6723496,114.2072044,1125,61,Apartment,10,10,10,98,10,Entire home/apt,97,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
101,101,6,11,1,Real Bed,2,3,1,strict,2,t,t,1,t,22.66895655,114.207556,1125,46,House,10,10,10,95,9,Entire home/apt,125,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,4
102,102,2,27,1,Real Bed,1,1,4,strict,2,t,f,4,t,22.65837334,114.2114221,1125,5,Apartment,10,10,10,100,10,Entire home/apt,97,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,4
103,103,4,28,1,Real Bed,1,2,1,flexible,4,t,f,1,f,22.66674649,114.2088518,1125,5,Loft,10,10,8,92,9,Entire home/apt,118,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,4
104,104,4,23,1,Real Bed,2,2,4,strict,2,t,f,4,t,22.65809629,114.212388,30,32,Apartment,9,9,8,88,9,Entire home/apt,163,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,4
105,105,8,30,3,Real Bed,4,4,1,flexible,1,t,f,1,f,22.66639112,114.2090564,7,0,House,6,6,8,70,6,Entire home/apt,400,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
106,106,3,0,1,Real Bed,2,2,3,flexible,1,t,f,3,f,22.66061587,114.2112841,1125,1,Apartment,10,10,10,100,10,Entire home/apt,125,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
107,107,5,18,1,Real Bed,2,2,2,moderate,4,t,t,2,f,22.65859612,114.2116154,1125,50,House,10,10,9,96,10,Entire home/apt,169,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4
108,108,10,29,3,Real Bed,3,4,1,strict,1,t,f,1,f,22.6645503,114.2072037,1125,1,House,10,10,8,100,10,Entire home/apt,650,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,4
109,109,6,0,1,Real Bed,2,3,1,flexible,1,t,f,1,f,22.65995029,114.2130805,1125,1,Apartment,8,10,8,100,10,Entire home/apt,300,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,4
110,110,4,5,1,Real Bed,1,2,1,moderate,2,t,t,1,t,22.65635784,114.1988748,31,17,House,10,10,10,98,10,Private room,75,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,4
111,111,4,20,1,Real Bed,1,3,1,flexible,2,t,f,1,f,22.66483348,114.2003777,5,2,House,10,10,9,100,10,Private room,60,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4
112,112,7,30,2,Real Bed,3,5,1,strict,8,t,f,1,f,22.65551174,114.1988012,7,2,House,10,10,10,99,9,Entire home/apt,500,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,4
113,113,8,11,2,Real Bed,3,4,1,strict,1,t,f,1,f,22.65564783,114.1991369,1125,6,House,10,10,10,92,9,Entire home/apt,157,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,4
114,114,4,19,1,Real Bed,1,1,1,strict,2,t,f,1,t,22.65251122,114.1980928,1125,8,House,10,10,10,100,10,Entire home/apt,180,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,4
115,115,6,29,2,Real Bed,2,3,8,strict,4,t,f,26,f,22.66122438,114.2049192,1125,2,House,10,10,10,100,10,Entire home/apt,172,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,4
116,116,7,4,2,Real Bed,3,4,2,strict,6,t,t,2,f,22.65480966,114.2054191,1125,2,House,10,10,10,100,10,Entire home/apt,399,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
117,117,2,0,1,Real Bed,0,1,1,moderate,2,t,f,1,f,22.6667711,114.208965,1125,0,Apartment,10,10,10,100,10,Entire home/apt,63,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,4
118,118,2,15,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.65783337,114.2025571,1125,1,Apartment,10,10,10,100,10,Entire home/apt,75,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,4
119,119,2,0,1,Real Bed,0,1,1,flexible,0,t,f,1,f,22.66808646,114.2066367,1125,14,Apartment,10,10,9,86,9,Entire home/apt,60,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
120,120,4,0,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.67020262,114.2090734,1125,4,House,10,10,10,100,10,Entire home/apt,95,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
121,121,2,8,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.66329487,114.208697,1125,16,House,10,10,10,95,10,Private room,60,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,4
122,122,6,13,1,Real Bed,2,3,1,strict,1,t,f,1,f,22.66296802,114.213213,1125,3,House,10,10,10,100,9,Entire home/apt,185,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
123,123,3,0,1,Real Bed,2,2,3,flexible,1,t,f,3,f,22.65915829,114.2130522,1125,0,Apartment,10,10,10,100,10,Entire home/apt,90,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
124,124,2,0,1,Real Bed,1,1,2,strict,0,t,t,2,f,22.65940959,114.2025194,1125,26,House,10,10,10,98,10,Private room,49,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,4
125,125,6,0,2,Real Bed,3,2,2,strict,1,t,f,2,f,22.64669418,114.200319,5,0,House,9,10,9,89,9,Entire home/apt,600,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
126,126,2,0,1,Real Bed,0,1,2,strict,2,t,f,2,f,22.65511623,114.199025,1125,3,Apartment,10,10,10,100,10,Entire home/apt,100,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
127,127,4,0,1,Real Bed,2,2,7,strict,1,t,f,339,f,22.67331956,114.2032107,180,2,House,10,10,8,90,9,Entire home/apt,172,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4
128,128,6,0,1,Real Bed,1,3,1,flexible,1,t,f,1,f,22.66973352,114.2080864,1125,0,Apartment,10,10,10,100,10,Entire home/apt,150,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,4
129,129,3,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.65832972,114.2001424,1125,0,House,10,10,10,100,10,Private room,200,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
130,130,4,0,1,Real Bed,2,3,1,strict,2,t,f,1,f,22.65127587,114.201162,150,0,House,10,10,10,100,10,Entire home/apt,190,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,4
131,131,2,18,1,Pull-out Sofa,0,1,1,moderate,1,t,f,1,t,22.66668501,114.2122351,1125,23,Apartment,10,10,9,96,9,Entire home/apt,85,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4
132,132,4,0,1,Real Bed,1,2,1,moderate,1,t,f,1,f,22.65163776,114.2016032,1125,2,Apartment,10,10,10,100,10,Entire home/apt,175,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
133,133,4,0,1,Real Bed,1,1,1,strict,1,t,f,2,f,22.67200878,114.2012227,1125,2,House,10,10,10,100,10,Entire home/apt,89,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,4
134,134,4,0,1,Real Bed,2,2,7,strict,1,t,f,339,f,22.65446182,114.205549,185,2,House,10,10,10,100,10,Entire home/apt,170,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4
135,135,4,0,1,Real Bed,2,3,1,moderate,1,t,f,1,f,22.66458841,114.2107924,6,0,House,10,10,9,94,9,Entire home/apt,370,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,4
136,136,6,25,1,Real Bed,3,5,1,strict,4,t,f,1,f,22.6694028,114.2108246,365,21,House,10,10,9,97,9,Entire home/apt,114,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,4
137,137,3,18,1,Real Bed,0,1,2,strict,1,t,f,2,f,22.64655835,114.1982741,90,4,Apartment,10,10,10,100,10,Entire home/apt,143,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,5
138,138,6,0,2,Real Bed,3,3,1,flexible,1,t,f,1,f,22.67386323,114.2013541,1125,0,House,10,10,10,100,9,Entire home/apt,750,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
139,139,4,24,1,Real Bed,1,2,1,moderate,1,t,t,1,f,22.67340903,114.2071337,1125,23,House,10,10,10,100,10,Entire home/apt,115,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,4
140,140,4,19,1,Real Bed,0,2,1,strict,1,t,f,1,t,22.65123774,114.1979409,1125,7,House,9,10,10,97,10,Entire home/apt,90,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4
